,,,,,,,,,,,,,,,
,Common,0:00-1:00,100%,1600,70,0,,,,,,,,,
,Uncommon,1:00-2:30,100%,5800,400,0,,,,,,,,,
,Rare,2:30-5:00,"92,5%",6700,1000,1,,,,,,,,,
,Legendary,2:30-5:00,5%,135800,4000,2,,,,,,,,,
,Mythic,2:30-5:00,"2,5%",543100,8000,3,,,,,,,,,
,Deep Sea Chest,,?,1 normal Gem,2400,,,,,,,,,,
,,,,,,,,,,,,,,,
,If you only go for Rare Fish and you pull in the first catch after 2:30 min then you can catch  approximately 18-23 fish in 1 hour,,,,,,,,,,,,,,
,"Given the probabilties above, the average reward of such an hour of fishing would be:",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Time,EXP,Gold,Scrap,Dust,Legendary,,,,,,,,,
,60min,531300,26500,28,30,1,,,,,,,,,
,1min,8855,"441,67","0,47","0,50","0,017",,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,FIsh & Locations,,,,,,,,,,,,,,
,"Fishing can be done in 3 zones: Bilefen, Frozen Tundra and Ashworld Cemetary",,,,,,,,,,,,,,
,Not all fish are found at the same locations. Also some fish only appear from 8-12am others only from 8-12pm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Fish,Type,Frozen Tundra,Ashworld,Bilefen,Time,,,,,,,,,
,Bigmouth,Common,X,,X,,,,,,,,,,
,Bream,Common,X,,,,,,,,,,,,
,Candiru,Common,,X,,,,,,,,,,,
,Crappie,Common,X,X,,,,,,,,,,,
,Dace,Common,X,X,X,,,,,,,,,,
,Haddock,Common,X,,,,,,,,,,,,
,Pike,Common,,X,,,,,,,,,,,
,Prawn,Common,,,X,,,,,,,,,,
,Scommack,Common,,X,,,,,,,,,,,
,Tench,Common,X,,,,,,,,,,,,
,Barracuda,Uncommon,X,,X,,,,,,,,,,
,Bluefish,Uncommon,,X,,AM,,,,,,,,,
,Brown Snapper,Uncommon,,X,X,,,,,,,,,,
,Grouper,Uncommon,X,,X,,,,,,,,,,
,Lean Sharl,Uncommon,X,,X,,,,,,,,,,
,Puffer,Uncommon,,X,X,,,,,,,,,,
,Rute Onder,Uncommon,,X,X,PM,,,,,,,,,
,Walleye,Uncommon,X,,,AM,,,,,,,,,
,Beggar's Ick,Rare,,X,,PM,,,,,,,,,
,Carp,Rare,X,,,,,,,,,,,,
,Cod,Rare,,,X,,,,,,,,,,
,Mudgulp,Rare,X,,,PM,,,,,,,,,
,Salmon,Rare,,X,X,,,,,,,,,,
,Silversnip,Rare,,,X,AM,,,,,,,,,
,Trout,Rare,X,X,,AM,,,,,,,,,
,Whitefish,Rare,X,X,X,,,,,,,,,,
,Crogill,Legendary,,X,X,AM,,,,,,,,,
,Eel,Legendary,X,,,,,,,,,,,,
,Kelpthie,Legendary,,,X,PM,,,,,,,,,
,Sheatfish,Legendary,,,X,,,,,,,,,,
,Sturgeon,Legendary,,X,,,,,,,,,,,
,Tarpon,Legendary,,X,,AM,,,,,,,,,
,Borebrunt,Mythical,,,X,PM,,,,,,,,,
,Coral Sage,Mythical,X,,,AM,,,,,,,,,
,Gatefysk,Mythical,,,X,,,,,,,,,,
,Moonspine,Mythical,,X,,PM,,,,,,,,,
,Nocbrodd,Mythical,X,X,,,,,,,,,,,
,Ribwright,Mythical,,,X,AM,,,,,,,,,
,Swordfish,Mythical,,X,,,,,,,,,,,
,Tuna,Mythical,,,X,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Bounties,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Core Gameplay:,,,,,,,,,,,,,,
,"Bounties are a fundamental daily activity in Diablo Immortal that involve completing short, localized tasks across various zones of Sanctuary. Players accept these tasks from the Bounty Board in Westmarch ",,,,,,,,,,,,,,
,"and then travel to the designated areas to fulfill the objectives, which typically involve defeating specific monsters, collecting items, or interacting with certain objects. ",,,,,,,,,,,,,,
,"Upon completion, players return to the Bounty Board to claim their rewards.",,,,,,,,,,,,,,
,Key Features and Mechanics:,,,,,,,,,,,,,,
,"Daily Availability: A set number of 8 Bounties become available each day, resetting at a specific server time.",,,,,,,,,,,,,,
,"Save Bounties: You dont have to complete all 8 bounties each day. You can save up to 32 bounties. So if you (like me) want to only do Hellslayer Bounties, just dont do bounties on Saturday and Sunday ",,,,,,,,,,,,,,
,and on Monday you will have saved up 24 bounties and you can do them all in 6 Hellslayer Runs.,,,,,,,,,,,,,,
,Varied Objectives: Bounty objectives are diverse and can include:,,,,,,,,,,,,,,
,Monster Slaying: Defeating a specific number of a particular type of monster in a designated zone.,,,,,,,,,,,,,,
,Elite Hunting: Defeating a named elite monster or a group of elites with specific affixes.,,,,,,,,,,,,,,
,Item Collection: Gathering a certain number of items dropped by specific enemies or found in the environment.,,,,,,,,,,,,,,
,"Zone Specific: Each Bounty will direct the player to a particular zone within Sanctuary, encouraging exploration of different areas.",,,,,,,,,,,,,,
,"Easy to Pick Up and Complete: Bounties are generally designed to be relatively quick and straightforward to complete, making them a good daily activity for players with limited playtime.",,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,"Chance for Gear: While not the primary reward, there is always a chance for monsters defeated during Bounties to drop Legendary items, based on the player's Magic Find and the game's drop rates.",,,,,,,,,,,,,,
,"Bonus Chest Rewards: The daily bonus chest for completing all Bounties often contains additional Gold, Experience, and sometimes other useful items or crafting materials.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Dungeons,,,,,,,,,,,,,,
,Dungeons are the best (only) place to farm Set Items. Every week there are 2 featured Dungeons that have an increased drop rate for green Sets.,,,,,,,,,,,,,,
,"However the best way to farm are Challenge Dungeons, which are harder to complete but offer an increased drop rate for greens",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,There are 10 Dungeons in 9 Zones in Diablo Immortal:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Dungeon,,Zone,,time,BP / min,BP,#Bosses,Distances,,,,,,
,Cavern of Echoes,,Frozen Tundra,,02:05,"7,20",15,2,medium,,,,,,
,Mad King's Breach,,Ashworld Cementary,,02:07,"7,09",15,3,medium,,,,,,
,Forgotten Tower,,Darkwood,,02:10,"6,92",15,2,short,,,,,,
,Tomb of Fahir,,Shassar Sea,,02:33,"7,84",20,4,medium,,,,,,
,Pit of Anguish,,Realm of Damnation,,02:36,"7,69",20,3,long,,,,,,
,Silent Monastery,,Mount Zavain,,02:52,"8,72",25,3,long,,,,,,
,Destruction's End,,Zoltan Kulle's Library,,02:54,"5,17",15,3,long,,,,,,
,Temple of Namari,,Bilefen,,02:58,"6,74",20,4,short,,,,,,
,Tristram Cathedral,,Wortham,,03:02,"6,59",20,3,short,,,,,,
,Dread Reaver,,Stormpoint,,03:05,"6,49",20,5,short,,,,,,
,Kikuras Rapids,,Bilefen,,03:23,"4,43",15,1,medium,,,,,,
,,,,,,,,,,,,,,,
,Cavern of Echoes & Mad King's Breach are the fastest Dungeons. ,,,,,,,,,,,,,,
,"Temple of Namari, Tomb of Fahir & Dread Reaver have the most Bosses, which means they have the most chances to drop extra Set Items",,,,,,,,,,,,,,
,"Some Dungeons are bigger than others - when there is a lot of running between the bosses, you need to have a build with high movement speed to complete it quickly",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Rewards,,,,,,,,,,,,,,
,Each Dungeon rewards you with a bonus chest at the end if you defeat the endboss.,,,,,,,,,,,,,,
,The chest has a chance to drop a random set item from 1 of 7 possible items specicfic to each dungeon,,,,,,,,,,,,,,
,"There are 2 ""boosted"" dungeons that swap each week. These dungeons have a higher drop rate for set items",,,,,,,,,,,,,,
,Each Boss and Ancient Elite inside the dungeon has a chance to drop a Set Item,,,,,,,,,,,,,,
,"Each day you will receive a bonus set item from the codex if you complete 3 dungeons (you can stack these 3 times, so you dont have to do them each day)  ",,,,,,,,,,,,,,
,There is a pity timer - after 7 runs without a set drop you will receive a guaranteed drop,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Running a dungeon in a party of 4 has many benefits:,,,,,,,,,,,,,,
,1. you will complete the dungeon faster,,,,,,,,,,,,,,
,2. you get an extra reward chest at the end which can also drop a set item (5% chance),,,,,,,,,,,,,,
,3. you can get unbound normal gems as drops from killing enemies (max. 12 per day),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Set Items,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Dungeon,,Helm,Belt,Hand,Foot,Rings,,,,,,,,
,Temple of Namari,,Gloom,"Baron's
Prayer
Skystriker",Vithus,Shepherd,"Grace
Seeds",,,,,,,,
,Kikuras Rapids,,"Vithus
Banquet",Shepherd,Baron's,Windloft,Gloom,,,,,,,,
,Pit of Anguish,,"Mounteb.
Skystriker","Gloom
Seeds","Grace
Prayer",Vithus,Shal'bas,,,,,,,,
,Mad King's Breach,,Issatar,"Mounteb.
Angmeth",Shal'bas,"Grace
Banquet",Windloft,,,,,,,,
,Forgotten Tower,,Windloft,"Shal'bas
Banquet",Issatar,"Mounteb.
Angmeth",Shepherd,,,,,,,,
,Silent Monastery,,"Shal'bas
Seeds
Prayer",Grace,Mounteb.,Gloom,"Issatar
Skystriker",,,,,,,,
,Destruction's End,,Baron's,Windloft,"Shepherd
Seeds","Issatar
Prayer
Skystriker",Vithus,,,,,,,,
,Tomb of Fahir,,Shepherd,Issatar,"Windloft
Banquet",Shal'bas,Baron's,,,,,,,,
,Cavern of Echoes,,Grace,Vithus,"Gloom
Skystriker","Baron's
Seeds","Mounteb.
Prayer",,,,,,,,
,Dread Reaver,,Shepherd,Shal'bas,Baron's,Grace,"Banquet
Angmeth",,,,,,,,
,Tristram Cathedral,,Vithus,Issatar,Windloft,"Mounteb.
Seeds","Gloom
Banquet
Angmeth",,,,,,,,
,,,,,,,,,,,,,,,
,Drop Rates,,,,,,,,,,,,,,
,Drop rates of set items in normal dungeons are terrible if you are at SPL or above SPL (Server Paragon Level). ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Set Item Drop Rates,,,,,,,,,,,,,,
,,,Drop Rate,"Runs needed
for 100%*",,,,,,,,,,,
,Set Item drop rate (normal),,15%,7,,,,,,,,,,,
,Set Item drop rate (boosted),,20%,5,,,,,,,,,,,
,Pity timer (guaranteed item),,100%,7,,,,,,,,,,,
,,,,,,,,,,,,,,,
,However if you are below SPL your set item drop rate (and your normal legendary item drop rate) get significantly boosted (up to 150%),,,,,,,,,,,,,,
,"but while your drop rate is boosted when you are  below SPL, the quality of your set items is best when you are at or above SPL",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,"Paragon Level
vs SPL","Set Item
Drop Boost","Double Stat
Shit Roll","Double Stat
Exceptional",Triple Stat,"Triple Stat
God Roll",,,,,,,,,
,+ X above SPL,0%,82%,15%,2%,1%,,,,,,,,,
,0,0%,82%,15%,2%,1%,,,,,,,,,
,-1,5%,"82,9%","14,3%","1,9%","0,9%",,,,,,,,,
,-2,5%,"82,9%","14,3%","1,9%","0,9%",,,,,,,,,
,-3,10%,"83,6%","13,6%","1,8%","0,9%",,,,,,,,,
,-4,10%,"83,6%","13,6%","1,8%","0,9%",,,,,,,,,
,-5,15%,"84,3%","13,0%","1,7%","0,9%",,,,,,,,,
,-10,25%,"85,6%","12,0%","1,6%","0,8%",,,,,,,,,
,-20,50%,"88,0%","10,0%","1,3%","0,7%",,,,,,,,,
,-30,80%,"90,0%","8,3%","1,1%","0,6%",,,,,,,,,
,-41,150%,"92,8%","6,0%","0,8%","0,4%",,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Challenge Dungeons,,,,,,,,,,,,,,
,Challenge Dungeons are harder to complete but offer far more rewards than normal dungeons. Each week you will get a guaranteed Green Set for completing your first Challenge Dungeon.,,,,,,,,,,,,,,
,Monsters have 300% more life and deal 200% more damage,,,,,,,,,,,,,,
,"Boss Monsters have a chance to be ""Ancient Bosses"" that drop an additional Plunder Chest which contains a Green Set Item",,,,,,,,,,,,,,
,The drop rate of green Sets seems to be around 70% which is far better than in normal dungeons. The Pity timer of 7 runs also applies here.,,,,,,,,,,,,,,
,Challenge Dungeons have up to 2 modifiers which can be negative or positive,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Negative,,,,,,,,,,,,,,
,Big Problem: Enemies are larger throughout the dungeon. The player's size is decreased. Bosses will continuously grow over time until they enrage.,,,,,,,,,,,,,,
,Laser: Enemies fire beams of energy at targets.,,,,,,,,,,,,,,
,Bad Blood: Enemies may leave behind a pool of blood after death that will slow and damage players.,,,,,,,,,,,,,,
,"Bolstered: Some non-Boss monsters have an aura that increased movement and attack speed of nearby monsters, and gives them a shield.",,,,,,,,,,,,,,
,"Rain of Fire: Fireballs occasionally fall from the sky, leaving burning areas that will damage the player.",,,,,,,,,,,,,,
,Sacrificial Power: Skills have greatly reduced cooldowns but cost Health.,,,,,,,,,,,,,,
,Lava Eruption: Lava periodically erupts beneath the player.,,,,,,,,,,,,,,
,Conjurer: Some monsters and Bosses summon doppelgangers.,,,,,,,,,,,,,,
,Electric: Players will periodically be marked with Positive or Negative. Standing close to players with the same status will reduce cooldowns; standing close to players with the opposite status will damage both players.,,,,,,,,,,,,,,
,"Explosive Reaction: Enemies will periodically be marked. After a short delay, marked enemies will explode. All enemies hit by the explosion will become explode.",,,,,,,,,,,,,,
,Chains: Up to two players will periodically be chained together. The chained players take continuous damage until they run away from each other to break the chain.,,,,,,,,,,,,,,
,Neutral,,,,,,,,,,,,,,
,Swarming: The dungeon has more normal monsters throughout.,,,,,,,,,,,,,,
,S-Class: The dungeon has more elite monsters throughout.,,,,,,,,,,,,,,
,"Gauntlet: The dungeon has no normal monsters, and Bosses are stronger.",,,,,,,,,,,,,,
,Heightened Senses: Monsters sense players more easily and have greatly increased movement speed.,,,,,,,,,,,,,,
,Positive,,,,,,,,,,,,,,
,Speed Run: Completing the dungeon within the time limit will grant bonus rewards.,,,,,,,,,,,,,,
,Bountiful: Combat Globes drop more frequently.,,,,,,,,,,,,,,
,Greed's Spoils: Skip directly to the final Dungeon Boss. The Boss’s difficulty is increased.,,,,,,,,,,,,,,
,"Disruptive Portal: A portal will appear at a random point within the dungeon, releasing an extremely powerful enemy. Defeat the enemy to earn an extra reward.",,,,,,,,,,,,,,
,"Erratic Assault: Similar to Greed’s Spoils, skip directly to the final dungeon boss and continue through up to 3 additional Erratic Assault Portals to face additional bosses.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Abyssal Verge,,,,,,,,,,,,,,
,"Abyssal Verge was introduced as part of the ""Age of Unmaking"" update. It is accessible from the basement of Cain's Workshop in Westmarch. ",,,,,,,,,,,,,,
,Gameplay and Objectives:,,,,,,,,,,,,,,
,Survive the Terror Incarnate: The primary objective in Abyssal Verge is to survive a growing dark shadow called the Terror Incarnate that encroaches upon the playable area. This shadow expands continuously throughout the run. ,,,,,,,,,,,,,,
,"Getting caught in it results in taking constant damage, leading to a swift defeat.",,,,,,,,,,,,,,
,Slay Demons: Slay Demons to earn points and get rewards,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Monster Type,Points,,,,,,,,,,,,,
,Normal Mob,1,,,,,,,,,,,,,
,Blue Elite,10,,,,,,,,,,,,,
,Yellow Elite,50,,,,,,,,,,,,,
,Orange Elite,100,,,,,,,,,,,,,
,Final Boss,300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,"Defeat the Final Boss: At the end of a successful run, a final boss will appear. Defeating this boss is crucial for maximizing rewards and potentially obtaining legendary items.",,,,,,,,,,,,,,
,"Limited Time: While there isn't a visible timer, the expanding Terror Incarnate acts as a dynamic time limit, pushing players to be efficient in their demon slaying.",,,,,,,,,,,,,,
,Solo or Party: Abyssal Verge can be played solo or with a party. Some players find it easier to reach higher danger levels and earn more rewards with a well-coordinated party due to increased damage output.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Points,Normal Gems,,,,,,,,,,,,,
,0 - 999,2,,,,,,,,,,,,,
,1000 - 1499,4,,,,,,,,,,,,,
,1500 - 1999,6,,,,,,,,,,,,,
,2000+,8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,There are different maps used for the Abyssal Verge run. The map switches every 30min,,,,,,,,,,,,,,
,Some runs have more Elites spawning than others - there's a message at the beginning,,,,,,,,,,,,,,
,"Rewards: 1-2 Abyssal Essences. Once you have 10 you can trade them in for 1 Rune + 1 Legendary Item. Mobs can drop Monstrous Essences, Leg.Items, Scrap, Gold",,,,,,,,,,,,,,
,Why should you do it: Fast way to get your 126 normal gems each week + get gear with Legendary Affixes + fast way to gain EXP,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Ibn Fahds Sanctum,,,,,,,,,,,,,,
,"Ibn Fahds Sanctum, hidden under the statue behind the Challenge Rift in Westmarch is the place to upgarde your Horadim. ",,,,,,,,,,,,,,
,"You can visit it once per day to earn some keys, kill some monsters and get a free chest with culling stones",,,,,,,,,,,,,,
,The best strategy is to just open the first (free) chest in the first room each day and wait until you have 377 keys to open all chests at once - ,,,,,,,,,,,,,,
,this way you receive a hidden bonus chest in the last room,,,,,,,,,,,,,,
,"The best way to do it is to let your Familiar do it (Familiar Expedition), as this way you wont miss any of the 4 Keys that drop from mobs along the way to the entrance",,,,,,,,,,,,,,
,"The chests in room  2, 3 and 4 have a 5% chance to drop twice as much stones, so if you like to gamble you can also choose to open all chests in room 1 ",,,,,,,,,,,,,,
,and at least 1 chest in room 2 - maybe you get lucky,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Opening Chests in Ibn Fahds Sanctum,,,,,,,,,,,,,,
,Room,Chest,Keys,Platinum,"Stones 
(min)","Stones 
per Key",,,,,,,,,
,1,1,free,free,5,free,,,,,,,,,
,1,2,1,50,5,5,,,,,,,,,
,1,3,2,100,10,5,,,,,,,,,
,1,4,4,200,20,5,,,,,,,,,
,1,5,8,400,40,5,,,,,,,,,
,2,6,10,500,45,"4,5",,,,,,,,,
,2,7,12,600,54,"4,5",,,,,,,,,
,2,8,14,700,63,"4,5",,,,,,,,,
,2,9,16,800,72,"4,5",,,,,,,,,
,2,10,18,900,81,"4,5",,,,,,,,,
,3,11,20,1000,90,"4,5",,,,,,,,,
,3,12,22,1100,99,"4,5",,,,,,,,,
,3,13,24,1200,108,"4,5",,,,,,,,,
,3,14,26,1300,117,"4,5",,,,,,,,,
,3,15,28,1400,126,"4,5",,,,,,,,,
,4,16,30,1500,135,"4,5",,,,,,,,,
,4,17,32,1600,144,"4,5",,,,,,,,,
,4,18,34,1700,153,"4,5",,,,,,,,,
,4,19,36,1800,162,"4,5",,,,,,,,,
,4,20,40,1900,162,"4,1",,,,,,,,,
,4,Bonus Chest,free,free,150,,,,,,,,,,
,Total,,377,18750,1841,"4,9",,,,,,,,,
,,,,,,,,,,,,,,,
,"So for 18750 Platinum you will get 1841 Stones, which is around 614 Stones of each color. So 10,19 Platinum per colored Stone",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Castle Erebban,,,,,,,,,,,,,,
,"Castle Erebban is a game mode in Diablo Immortal that was introduced alongside Abyssal Verge in the ""Age of Unmaking"" update.",,,,,,,,,,,,,,
, It offers a different kind of challenge compared to surviving the encroaching darkness of the Verge. ,,,,,,,,,,,,,,
,Gameplay and Objectives:,,,,,,,,,,,,,,
,Escape the Castle: The primary goal in Castle Erebban is to escape the perilous castle. You start at one end and must navigate through its randomly generated corridors and rooms to reach the exit.,,,,,,,,,,,,,,
,"Increase Danger Level: As you explore the castle, you'll encounter and defeat demons. Defeating these enemies increases your ""Danger Level,"" represented by a meter. ",,,,,,,,,,,,,,
,Reaching certain Danger Levels unlocks more rewarding chests within the castle. There are a total of 8 Danger Levels.,,,,,,,,,,,,,,
,"Loot Chests: Scattered throughout Castle Erebban are chests that become available as you increase your Danger Level. These chests contain various rewards. Reaching Danger Level 6 spawns the final, most valuable chest.",,,,,,,,,,,,,,
,"The Boss - Araban: Once you reach Danger Level 8 or linger for too long, a powerful boss named Araban will begin to hunt you and the primary objective shifts to escaping the castle while being pursued.",,,,,,,,,,,,,,
,"Limited Time (Soft): While there isn't a strict timer, the appearance of Araban acts as a soft time limit, encouraging players to loot efficiently and make their way towards the exit before becoming overwhelmed.",,,,,,,,,,,,,,
,Solo or Party: Castle Erebban can be played solo or with a party. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Danger Level,"Normal
Gems",,,,,,,,,,,,,
,0 - 4,4,,,,,,,,,,,,,
,5 - 7,6,,,,,,,,,,,,,
,8+,8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,"Rewards: 1-2 Abyssal Essences. Once you have 10 you can trade them in for 1 Rune + 1 Legendary Item. Mobs can drop Monstrous Essences, Leg.Items, Scrap, Gold",,,,,,,,,,,,,,
,Why should you do it: Fast way to get your 126 normal gems each week + get gear with Legendary Affixes + fastest way to gain EXP,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Accursed Towers,,,,,,,,,,,,,,
,"While fighting demonic hordes for control of the tower, a clan’s objective is to collect Cursed Shards from slain demons. ",,,,,,,,,,,,,,
,"To deal damage to their foes, players need to locate and activate the tower’s Curse Sources. Doing so will make enemies vulnerable, allowing players to dispatch them and collect their Cursed Shards.",,,,,,,,,,,,,,
,"Once the timer runs out, the top 10 clan members with the highest Cursed Shard amounts will have them added to their team’s total.",,,,,,,,,,,,,,
,"A clan can choose to do as many runs to collect Cursed Shards at the same tower as they desire, but only the highest team total will be retained.",,,,,,,,,,,,,,
,"If a clan has collected the most Cursed Shards among all clans vying for that specific tower by Saturday at 7 p.m. server time, then their clan will claim the tower.",,,,,,,,,,,,,,
,"Even after taking the tower, Hell will attempt to retake it. Once the Corruption meter reaches a certain amount, demonic incursions will follow.",,,,,,,,,,,,,,
,Members of the clan must come to defend their tower promptly or else it will be lost and can be reclaimed by another clan.,,,,,,,,,,,,,,
,"The demons can be warded off by powering up the tower. Within the Accursed Tower's menu, the clan leader can choose to power up their tower.",,,,,,,,,,,,,,
,Doing so will not only end the attacks on it from demons but increase the bonuses provided by the tower and periodic rewards provided by the rewards chest inside of it.,,,,,,,,,,,,,,
,"However, if the tower is powered up, other clans will be able to challenge the owning clan for control of the tower through PvP",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Gameplay,,,,,,,,,,,,,,
,You can run the Accursed Towers Solo or in a group of 4.,,,,,,,,,,,,,,
,"Once you have collected 400 Cursed Shards, you can return to the Brazier, because collecting more will not give you more Contribution Points.",,,,,,,,,,,,,,
,To unlock the Contribution Chest for each tower your Clan owns you need 3 x 500 Contribution Points,,,,,,,,,,,,,,
,Monsters are immune if you dont find and activate small towers placed around the map. The timer lasts for X seconds. After X seconds a warning ,,,,,,,,,,,,,,
,"appears ""the light fades"" - it is benefitial to wait before activating a tower because the warning earns you Cursed Shards.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Movement Speed and AoE Damage Skills are crucial to clearing as many mobs as fast as you can,,,,,,,,,,,,,,
,"The best Paragon Trees here are Massacre, Vanquisher and Weaver",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Event / Monster,Cursed Shards,Time Bonus,,,,,,,,,,,,
,Activating Tower,25,,,,,,,,,,,,,
,The Light fades,20,,,,,,,,,,,,,
,The Light fades,40,,,,,,,,,,,,,
,Time's up,55,,,,,,,,,,,,,
,Orange Elite,tbd,?,,,,,,,,,,,,
,Yellow Elite,5,?,,,,,,,,,,,,
,Blue Elite,3,1-12,,,,,,,,,,,,
,Mob,1,,,,,,,,,,,,,
,Mini Boss,75,60,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Purification Brazier,,,,,,,,,,,,,,
,"Once you've collected over 400 Shards you cannot get more Contribution Points, so unless you are going for the Occupation of the Tower you should return",,,,,,,,,,,,,,
,"to the Purification Brazier and collect your Contribution Points. Points are awarded in the intervals below, so wether you collected 50 Shards or 199 does not make",,,,,,,,,,,,,,
,"a difference, you will still get 100 Contribution Points.",,,,,,,,,,,,,,
,"Killstreaks will also earn you Cursed Shards, so a strategy that you can do is: you try to get to >50 Shards + you try to get a killstreak of >55 monsters.",,,,,,,,,,,,,,
,Then you return to the Brazier manually and as soon as you get there run towards the Brazier and return you shards. The extra shards for the ,,,,,,,,,,,,,,
,killstreak will be dropped behin you and you can collect them after you've collected your first 100 contribution points and return them immediately for another,,,,,,,,,,,,,,
,100 contribution points.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Cursed Shards,"Contribution
Points",Battle Points,"#Runs for 
1500",Min / Run,Min 2 Cap,,,,,,,,,
,0-49,0,0,,,,,,,,,,,,
,50- 199,100,2,15,<1,15,,,,,,,,,
,200-399,200,4,8,2,16,,,,,,,,,
,>=400,300,8,5,3-4,20,,,,,,,,,
,50+x2 Split,200,4,8,<1,8,,,,,,,,,
,,,,,,,,,,,,,,,
,Weekly Reward Chests,,,,,,,,,,,,,,
,"You can earn up to 6 Reward Chests each week if your Clan occupies 2 Towers. Make sure to pay attention when your Clan occupies a new tower on saturday,",,,,,,,,,,,,,,
,because you can collect your rewards on sunday for that tower and on monday it will reset und you can earn the rewards again,,,,,,,,,,,,,,
,"It make sense to wait for the EXP-Circle of the Tower to fill up (36h) and not collect it on sunday, because on monday when the Server Paragon Level increases by 10",,,,,,,,,,,,,,
,you will earn more EXP if you collect it then,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Chest Rank,Points needed,"Beguiling
Dust","Cryptic
Crystals","Purification
Shards","Legendary
Crest","Rare
Crest","Legendary
Equipment","Demonic
Remains",,,,,,
,First Tower,,,,,,,,,,,,,,
,1,500,10,5,1,,,1,,,,,,,
,2,500,10,5,1,1,,,,,,,,,
,3,500,10,5,1,,1,,,,,,,,
,Second Tower,,,,,,,,,,,,,,
,1,500,5,3,1,,1,,,,,,,,
,2,500,5,3,1,,1,,,,,,,,
,3,500,5,3,1,,,,1,,,,,,
,,,,,,,,,,,,,,,
,Tower Rewards,,,,,,,,,,,,,,
,"There are 9 types of towers, with 13 copies of each, making 117 towers total.",,,,,,,,,,,,,,
,"Your Clan can occupy 2 towers at the same time. Each Tower gives you EXP and Gold Rewards that fill up every 36 hours, so you should collect your rewards within this time frame.",,,,,,,,,,,,,,
,"Collecting the Rewards also counts towards completing your Contribution Chests, so if you have saved up 36h of Rewards and collect them on Monday, you should be able to get the first Chest on Wednesday without doing a single run.",,,,,,,,,,,,,,
,The Towers offer differnt Bonus Modifiers to your Clan Members:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Tower,Bonus,,,,,,,,,,,,,
,Tower of Fortitude,+10% Life in PVP,,,,,,,,,,,,,
,Tower of Blessings,+20% Magic Find in Helliquary Raids,,,,,,,,,,,,,
,Tower of Secrets,+2 Orbs from Elites in Challenge Rifts,,,,,,,,,,,,,
,Tower of Punishment,+10% damage in Dungeons,,,,,,,,,,,,,
,Tower of Greed,+15% Magic Find in Dungeons,,,,,,,,,,,,,
,Tower of Wilderness,+20% Monstrous Essence Rewards,,,,,,,,,,,,,
,Tower of Wisdom,+30% EXP from Bounties+Beastiary,,,,,,,,,,,,,
,Tower of Technique,+50 CR in Challenge Rifts,,,,,,,,,,,,,
